|       sibling       |
+---------------------+
| <Footer/>           |
| <Link p ... Page}/> |
| <Link p ... Page}/> |
| <Link p ... Page}/> |
| <Link p ... Page}/> |
| <Action ... Button> |
| <Link p ... Page}/> |
| <Link p ... Page}/> |
| <Link p ... Page}/> |
| <Link p ... Page}/> |
