"col0"
"documentation/src/components/examples/examples.js:<35,63>--<35,77>~~~add_dot_current"
"documentation/src/components/examples/examples.js:<36,9>--<36,23>~~~add_dot_current"
"documentation/src/components/examples/examples.js:<41,48>--<41,62>~~~add_dot_current"
"documentation/src/components/examples/examples.js:<42,48>--<42,62>~~~add_dot_current"
"documentation/src/components/examples/examples.js:<51,14>--<51,28>~~~add_dot_current"
"documentation/src/components/examples/examples.js:<54,28>--<54,42>~~~add_dot_current"
