"col0"
"demos/demo-react-native/src/ListPhotos.tsx:<49,17>--<49,21>~~~add_dot_current"
"demos/demo-react-native/src/TakePhoto.tsx:<44,9>--<44,16>~~~add_dot_current"
"demos/demo-react-native/src/TakePhoto.tsx:<78,9>--<78,16>~~~add_dot_current"
"demos/demo-react-native/src/TakePhoto.tsx:<78,21>--<78,27>~~~add_dot_current"
"demos/demo-react-native/src/TakePhoto.tsx:<79,20>--<79,26>~~~add_dot_current"
"demos/demo-react-native/src/TakePhoto.tsx:<82,7>--<82,13>~~~add_dot_current"
"demos/demo-react-native/src/TakePhoto.tsx:<82,16>--<82,23>~~~add_dot_current"
"react-native/verification-tool/src/components/list-files-view/list-files-view.tsx:<79,24>--<79,31>~~~add_dot_current"
"react-native/verification-tool/src/components/list-files-view/list-files-view.tsx:<83,21>--<83,28>~~~add_dot_current"
"react-native/verification-tool/src/components/list-files-view/list-files-view.tsx:<85,17>--<85,24>~~~add_dot_current"
"react-native/verification-tool/src/components/list-files-view/list-files-view.tsx:<97,23>--<97,30>~~~add_dot_current"
"react-native/verification-tool/src/components/list-files-view/list-files-view.tsx:<122,5>--<122,14>~~~add_dot_current"
"react-native/verification-tool/src/components/options/gps-info/gps-info-edit.tsx:<58,25>--<58,34>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<110,9>--<110,15>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<118,26>--<118,32>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<153,9>--<153,15>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<158,7>--<158,13>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<197,9>--<197,15>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<202,7>--<202,13>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<205,30>--<205,37>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<205,55>--<205,69>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<206,7>--<206,21>~~~add_dot_current"
"react-native/verification-tool/src/screen/burst-capture-screen/burst-capture-screen.tsx:<206,24>--<206,31>~~~add_dot_current"
"react-native/verification-tool/src/screen/composite-interval-capture-screen/composite-interval-capture-screen.tsx:<91,9>--<91,15>~~~add_dot_current"
