"col0"
"violet-message-search-client/vms-web/src/pages/home/HomePage.tsx:<65,1>--<177,1>~~~memoize"
"violet-message-search-client/vms-web/src/pages/home/HomePage.tsx:<179,1>--<296,1>~~~memoize"
